
*497 - CONDOMINIO EDIFICIO RES. SOLAR DO CANTO                                                       ;ARTUR LUIZ MARTINS BARBOSA ME 003559                                      ;3.1.1.51 - SERVICO HIDRAULICO                     ;270                 ;1599                ;INCLUSAO            ;29/10/2021          ;1635526146          ;          
#-LAMPADA/ TORNEIRA JARDIM/ FITA CREPE/ BUCHA/ BOTINA/ SERRA ACO/ TIMER ANALOGICO/ LIXA/ GANCHO INOX/ PARAFUSO;

*483 - CONDOMINIO ED. PARADISE MARISCAL                                                              ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;32,18               ;307669              ;INCLUSAO            ;11/11/2021          ;1636639737          ;          
#-LUVA ESGOTO / SERRA ACO / TUBO                                                                      ;

*486 - CONDOMINIO PALM BEACH                                                                         ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;30,50               ;308556              ;INCLUSAO            ;11/11/2021          ;1636639801          ;          
#-REBITE / BROCA                                                                                      ;

*422 - CONDOMINIO RESIDENCIAL ILHA DO MEL                                                            ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;110,55              ;493949              ;INCLUSAO            ;11/11/2021          ;1636639916          ;          
#-LAMPADA LED 15 W / 9W                                                                               ;

*477 - CONDOMINIO PETIT VILLAGE RESIDENCE                                                            ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;680,58              ;308935              ;INCLUSAO            ;11/11/2021          ;1636640048          ;          
#-TRINCHA/ CABO ROLO/ AREIA FINA/ AREIAO/ LONA/ LIXA / FITA CREPE/ FIO FLEXIVEL                       ;

*160 - CONDOMINIO EDIFICIO RESIDENCIAL ORLANDO TOBALDINI                                             ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;1548,28             ;495431              ;INCLUSAO            ;11/11/2021          ;1636640245          ;          
#-TUBO PLASTILIT / SELANTE/ SELANTE / ABRACADEIRA/ FITA VEDA-ROSCA                                    ;

*413 - CONDOMINIO RESIDENCIAL ALBERTINO ANGELO II                                                    ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;170,35              ;494872              ;INCLUSAO            ;11/11/2021          ;1636640322          ;          
#-RELE / LAMPADA                                                                                      ;

*155 - CONDOMINIO RESIDENCIAL ALBERTINO ANGELO                                                       ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;12,15               ;495474              ;INCLUSAO            ;11/11/2021          ;1636640542          ;          
#-DESENTUPIDOR MANUAL C/CABO                                                                          ;

*430 - CONDOMINIO ED. FRAGATA                                                                        ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;306,16              ;496218              ;INCLUSAO            ;11/11/2021          ;1636640695          ;          
#-ADAPTADOR SOLD/ VALVULA/ UNIAO SOLD./ BUCHA/ TUBO TIGRE/ LIXA FERRO / FITA VEDA ROSCA               ;

*522 - CONDOMINIO RESIDENCIAL CANTO GRANDE                                                           ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;54,45               ;308725              ;INCLUSAO            ;11/11/2021          ;1636640794          ;          
#-SILICONE INCOLOR                                                                                    ;

*479 - CONDOMINIO RESIDENCIAL MORADAS                                                                ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;335,08              ;496344              ;INCLUSAO            ;11/11/2021          ;1636641145          ;          
#-TELHA FIBROCIMENTO                                                                                  ;

*245 - CONDOMINIO EDIFICIO RESIDENCIAL ESTRELA DO MAR II                                             ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;1417,51             ;496612              ;INCLUSAO            ;11/11/2021          ;1636642198          ;          
#-ESGUICHO / PINO MACHO/ PINO FEMEA/ BRITÃO/ VEDACIT/ CIMENTO / FERRO / AREIAO / TUBO TIGRE/ ADESIVO TIGRE/ PARAFUSO/ TORNEIRA BOIA ;

*523 - CONDOMINIO EDIFICIO RESIDENCIAL PORTO MADERO                                                  ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;99,80               ;496749              ;INCLUSAO            ;11/11/2021          ;1636642282          ;          
#-DESENG.WD 40                                                                                        ;

*419 - CONDOMINIO RESIDENCIAL MARBELLA                                                               ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;313,76              ;496571              ;INCLUSAO            ;11/11/2021          ;1636642699          ;          
#-TRINCHA / NYLON/ TINTA/ FITA DUPLA FACE / OSMOCOLOR / ROLO                                          ;

*112 - CONDOMINIO EDIFICIO GUARAPARI                                                                 ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;796,71              ;309026              ;INCLUSAO            ;11/11/2021          ;1636647495          ;          
#-FITA VEDA ROSCA / TRINCHA / REGISTRO DOCOL /                                                        ;

*414 - CONDOMINIO EDIFICIO CAMILA                                                                    ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;912,41              ;496358              ;INCLUSAO            ;11/11/2021          ;1636647641          ;          
#-PISO / ARGAMASSA / BASE NIVELADORA / PINCEL / OSMOCOLOR/ THINNER / ROLO / TINTA                     ;

*485 - CONDOMINIO RESIDENCIAL EGIDIO PINHEIRO                                                        ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;133,27              ;495819              ;INCLUSAO            ;11/11/2021          ;1636647738          ;          
#-MULTIMASSA / LONA PLASTICA /  MASSA CORRIDA / LIXA/ TRINCHA/ TINTA                                  ;

*390 - CONDOMINIO RESIDENCIAL PANORAMA                                                               ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;37,11               ;309174              ;INCLUSAO            ;11/11/2021          ;1636647817          ;          
#-LAMPADA / PARAFUSO / PINO FEMEA                                                                     ;

*497 - CONDOMINIO EDIFICIO RES. SOLAR DO CANTO                                                       ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;395,91              ;308857              ;INCLUSAO            ;11/11/2021          ;1636647955          ;          
#-LUVA SOLD. / ADAPTADOR / BUCHA / FITA VEDA ROSCA / VALVULA DOCOL / LAMPADA / PARAFUSO / TELHA FIBROCIMENTO;

*499 - CONDOMINIO RESIDENCIAL AQUARIUS                                                               ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;195,06              ;496274              ;INCLUSAO            ;11/11/2021          ;1636648081          ;          
#-MANGUEIRA CRISTAL / SELANTE / LAMPADA                                                               ;

*469 - CONDOMINIO RESIDENCIAL VIAPIANA                                                               ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;494,81              ;496613              ;INCLUSAO            ;11/11/2021          ;1636648242          ;          
#-FIO FLEXIVEL / FITA ISOLANTE / SERRA CIRC./SENSOR PRESENCA / RELE / CAPA MURO CONCRETO / COLA / PULVERIZADOR 12L;

*491 - CONDOMINIO VILA QUATRO ILHAS                                                                  ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;672,33              ;494478              ;INCLUSAO            ;11/11/2021          ;1636648440          ;          
#-PASTILHA MULTI-ACAO / ESTABILZADOR PH / REGISTRO ESFERA / BUCHA                                     ;

*465 - CONDOMINIO RESIDENCIAL VISTA BELA                                                             ;VERATONI MATERIAIS DE CONSTRUCAO 000085                                   ;3.1.1.51 - MATERIAL CONSTRUCAO                    ;419,45              ;496426              ;INCLUSAO            ;11/11/2021          ;1636648565          ;          
